26010506,2016
25331003,2015
24904986,2015
24892254,2014
24722472,2014
24342128,2014
22651106,2012
22651104,2012
21058106,2010
18991113,2008
18484895,2008
18454853,2008
18027225,2007
17885865,2007
17573982,2007
17429456,2007
17323311,2007
17236214,2007
17133651,2007
16724486,2006
16413330,2006
16022172,2005
16022164,2005
15900586,2005
