27648687,2016
27589061,2016
27587472,2016
27487454,2016
27476799,2016
27455046,2016
27419666,2016
27355579,2016
27341855,2016
27252175,2016
27230302,2016
27179730,2016
27149122,2016
27061095,2016
27050191,2016
27045730,2016
27036123,2016
26950853,2016
26833246,2016
26810768,2016
26626313,2016
26577045,2016
26516778,2015
26426971,2015
26367794,2015
26354543,2015
26343387,2015
26131930,2015
25994509,2015
25961151,2015
25940791,2015
25915599,2015
25871790,2015
25807536,2015
25673413,2015
25673412,2015
25634646,2015
25631608,2015
25533967,2015
25519412,2014
25499536,2015
25487149,2015
25438807,2014
25381465,2015
25344734,2014
25329471,2014
25297442,2015
25282103,2014
25277365,2014
25104851,2014
25096241,2014
25057126,2014
25011450,2014
24951663,2014
24951662,2014
24951660,2014
24951659,2014
24941081,2014
24516880,2014
24513584,2013
24507775,2014
24507774,2014
24493794,2014
24464521,2014
24375982,2014
24343915,2014
24244927,2013
24168918,2014
24097068,2013
24097064,2013
24065012,2013
23966867,2013
23955966,2014
23874508,2013
23870195,2013
23836774,2014
23770607,2013
23754948,2013
23696165,2013
23669352,2013
23636237,2013
23563607,2013
23388002,2013
23343670,2013
23315372,2013
23314186,2013
23287867,2013
23255780,2013
23246289,2013
23236364,2012
23141485,2012
23136140,2013
23134889,2012
23063622,2012
23035064,2012
23022100,2012
22982992,2012
22789513,2012
22714408,2012
22692763,2012
22629316,2012
22607825,2012
22589742,2012
22589738,2012
22504420,2012
22479202,2012
22392875,2012
22361517,2012
22306695,2012
22235037,2012
22222934,2012
22199011,2012
22174694,2011
22159054,2011
22144573,2011
22143959,2012
22072590,2012
22072498,2012
21931561,2011
21909108,2011
21907010,2011
21879883,2011
21810599,2011
21775986,2011
21769934,2011
21768215,2011
21741045,2011
21738491,2011
21738480,2011
21723205,2011
21706003,2011
21695597,2011
21611967,2011
21606135,2011
21541012,2011
21533135,2011
21508210,2011
21493818,2011
21478162,2011
21378990,2011
21367955,2011
21355061,2011
21289203,2011
21181894,2011
21098978,2011
21076409,2010
21068099,2011
20981236,2010
20980077,2012
20935630,2010
20935629,2010
20923989,2010
20889853,2011
20881960,2010
20863498,2010
20855566,2010
20855565,2010
20697030,2010
20693352,2010
20686565,2010
20662074,2010
20548944,2010
20446144,2010
20445134,2010
20431054,2010
20425830,2010
20406955,2010
20400780,2010
20400778,2010
20360242,2010
20347371,2010
20219963,2010
20200953,2010
20185782,2010
20176858,2010
20140701,2010
20104068,2010
20096396,2010
20080841,2010
20064633,2010
20032477,2010
20018077,2009
20018020,2009
20017962,2009
19936222,2009
19924709,2009
19901143,2009
19888898,2010
19884274,2009
19862010,2009
19841454,2009
19828715,2009
19801982,2009
19752323,2009
19682112,2009
19679739,2009
19632845,2009
19605829,2009
19595865,2006
19557197,2009
19542606,2009
19535785,2009
19507258,2009
19414484,2009
19389676,2009
19328595,2011
19287092,2009
19278016,2009
19266699,2009
19265542,2009
19244365,2009
19192172,2009
19165169,2009
19138129,2009
19074981,2009
19064752,2008
19063671,2009
19060907,2009
19060906,2009
19056581,2009
19020323,2008
19012865,2008
19010253,2008
18953059,2008
18949541,2009
18808654,2008
18806103,2008
18776141,2008
18719643,2008
18707223,2008
18662204,2008
18636528,2009
18580392,2008
18466556,2007
18466536,2007
18466438,2007
18449921,2008
18445666,2008
18426862,2008
18388694,2008
18388332,2008
18364381,2008
18344711,2008
18317253,2008
18268147,2008
18237594,2008
18174456,2008
18091418,2008
18046758,2007
18039988,2007
18025294,2007
17923597,2007
17903304,2007
17903303,2007
17903300,2007
17903299,2007
17903298,2007
17903291,2007
17848626,2007
17785619,2007
17699452,2007
17662680,2007
17636105,2007
17576866,2007
17545732,2007
17542685,2007
17517690,2007
17383304,2007
17381351,2007
17372189,2007
17372038,2007
17228994,2007
17220890,2007
17211848,2007
17211608,2007
17145222,2006
17137849,2007
17123304,2007
17023723,2006
17000907,2006
16998936,2006
16988089,2006
16973975,2006
16914060,2006
16855181,2006
16636175,2006
16611714,2006
16520260,2006
16484614,2006
16474174,2006
16451706,2005
16451593,2005
16451559,2005
16438729,2006
16430904,2006
16359963,2005
16342179,2005
16319130,2006
16314623,2005
16306249,2005
16298372,2006
16280269,2005
16269961,2005
16253630,2005
16159602,2005
16144952,2005
16123324,2005
16116069,2005
16018848,2005
16014638,2005
16005459,2006
15972604,2005
15867473,2005
15805549,2005
15769979,2005
15735069,2005
15721024,2005
15655124,2005
15647106,2005
15619681,2005
15613939,2005
15611369,2005
15610229,2005
15562019,2005
15472183,2004
15388521,2004
15342688,2004
15339995,2004
15292370,2004
15266207,2004
15266206,2004
15258198,2004
15156364,2004
15141042,2004
15107310,2004
15068501,2004
15040829,2004
15031305,2004
15029481,2004
15005841,2004
15003963,2004
15003803,2004
14975098,2003
14975097,2003
14975070,2003
14969400,2004
14730480,2004
14694215,2003
14635163,2003
14600184,2003
14566097,2003
14518026,2003
12966033,2003
12900792,2003
12877910,2003
12799124,2003
12794385,2003
12788901,2003
12765971,2003
12756140,2003
12697743,2003
12637344,2003
12618960,2003
12590413,2003
12586275,2003
12540415,2003
12517363,2002
12511750,2003
12460872,2002
12403660,2002
12360172,2002
12355400,2002
12119250,2002
12107113,2002
12105290,2002
12081842,2002
12032104,2002
11939894,2002
11897646,2002
11872688,2002
11824954,2002
11790212,2002
11756058,2002
