27772696,2016
27711147,2016
27647790,2016
27586513,2016
27457406,2016
27450269,2016
27430424,2016
27427538,2016
27299935,2016
27154790,2016
27029716,2016
26899851,2016
26899835,2016
26890775,2016
26775192,2016
26775163,2016
26753177,2015
26667418,2016
26645615,2016
26512157,2015
26455775,2015
26414478,2016
26397414,2016
26279363,2015
26200068,2015
25956147,2015
25943889,2015
25632088,2015
25601831,2015
25587093,2015
25560448,2015
25454368,2015
25061054,2015
23871264,2014
23838685,2013
23535033,2014
23421745,2013
22549368,2012
22411773,2012
21593560,2011
21480714,2011
21420592,2011
20003422,2009
